"shard","parent_id","s3_prefix","neighborhood","city","region","country","country_code","destination","lat","lng","anchor_hint","why_fit"
"00","neighborhoods/in-saharanpur/court-road","images/Neighborhood_POIs/in-saharanpur/court-road/","Court Road","Sahāranpur","","India","IN","Court Road, Sahāranpur, India","29.9688965","77.5451333","Saharanpur Court Road Market","central commercial market area"
"01","neighborhoods/in-saharsa/city-centre","images/Neighborhood_POIs/in-saharsa/city-centre/","City Centre","Saharsa","","India","IN","City Centre, Saharsa, India","25.87498","86.59611","Saharsa city center","Central urban district (auto-added, pop >=100k)"
"02","neighborhoods/in-salem/city-centre","images/Neighborhood_POIs/in-salem/city-centre/","City Centre","Salem","","India","IN","City Centre, Salem, India","11.65376","78.15538","Salem city center","Central urban district (auto-added, pop >=100k)"
"03","neighborhoods/in-sambalpur/city-centre","images/Neighborhood_POIs/in-sambalpur/city-centre/","City Centre","Sambalpur","","India","IN","City Centre, Sambalpur, India","21.46527","83.97573","Sambalpur city center","Central urban district (auto-added, pop >=100k)"
"04","neighborhoods/in-sambhal/city-centre","images/Neighborhood_POIs/in-sambhal/city-centre/","City Centre","Sambhal","","India","IN","City Centre, Sambhal, India","28.58498","78.56959","Sambhal city center","Central urban district (auto-added, pop >=100k)"
"05","neighborhoods/in-sangli/city-center","images/Neighborhood_POIs/in-sangli/city-center/","city center","Sāngli","","India","IN","city center, Sāngli, India","16.8604897","74.5652835","Sangli Municipal Corporation Office","central commercial area"
"06","neighborhoods/in-sasaram/city-centre","images/Neighborhood_POIs/in-sasaram/city-centre/","City Centre","Sasarām","","India","IN","City Centre, Sasarām, India","24.94942","84.01645","Sasarām city center","Central urban district (auto-added, pop >=100k)"
"07","neighborhoods/in-satara/city-centre","images/Neighborhood_POIs/in-satara/city-centre/","City Centre","Satara","","India","IN","City Centre, Satara, India","17.68589","73.99333","Satara city center","Central urban district (auto-added, pop >=100k)"
"08","neighborhoods/in-satna/civil-lines","images/Neighborhood_POIs/in-satna/civil-lines/","Civil Lines","Satna","","India","IN","Civil Lines, Satna, India","24.5595533","80.8237529","Satna Collectorate","central administrative upscale area"
"09","neighborhoods/in-saugor/city-centre","images/Neighborhood_POIs/in-saugor/city-centre/","City Centre","Saugor","","India","IN","City Centre, Saugor, India","23.845341","78.740579","Saugor City Centre Mall","Central commercial area"
"10","neighborhoods/in-sawai-madhopur/city-centre","images/Neighborhood_POIs/in-sawai-madhopur/city-centre/","City Centre","Sawai Madhopur","","India","IN","City Centre, Sawai Madhopur, India","26.02301","76.34408","Sawai Madhopur city center","Central urban district (auto-added, pop >=100k)"
"11","neighborhoods/in-sehore/city-centre","images/Neighborhood_POIs/in-sehore/city-centre/","City Centre","Sehore","","India","IN","City Centre, Sehore, India","23.2","77.08333","Sehore city center","Central urban district (auto-added, pop >=100k)"
"12","neighborhoods/in-seoni/city-centre","images/Neighborhood_POIs/in-seoni/city-centre/","City Centre","Seoni","","India","IN","City Centre, Seoni, India","22.08503","79.55037","Seoni city center","Central urban district (auto-added, pop >=100k)"
"13","neighborhoods/in-shahjanpur/city-centre","images/Neighborhood_POIs/in-shahjanpur/city-centre/","City Centre","Shāhjānpur","","India","IN","City Centre, Shāhjānpur, India","27.88165","79.90918","Shāhjānpur city center","Central urban district (auto-added, pop >=100k)"
"14","neighborhoods/in-shahuwadi/city-centre","images/Neighborhood_POIs/in-shahuwadi/city-centre/","City Centre","Shahuwadi","","India","IN","City Centre, Shahuwadi, India","16.90993","73.94654","Shahuwadi city center","Central urban district (auto-added, pop >=100k)"
"15","neighborhoods/in-shantipur/city-centre","images/Neighborhood_POIs/in-shantipur/city-centre/","City Centre","Shāntipur","","India","IN","City Centre, Shāntipur, India","23.24723","88.43302","Shāntipur city center","Central urban district (auto-added, pop >=100k)"
"16","neighborhoods/in-shillong/city-centre","images/Neighborhood_POIs/in-shillong/city-centre/","City Centre","Shillong","","India","IN","City Centre, Shillong, India","25.56892","91.88313","Shillong city center","Central urban district (auto-added, pop >=100k)"
"17","neighborhoods/in-shimla/city-centre","images/Neighborhood_POIs/in-shimla/city-centre/","City Centre","Shimla","","India","IN","City Centre, Shimla, India","31.10442","77.16662","Shimla city center","Central urban district (auto-added, pop >=100k)"
"18","neighborhoods/in-shivaji-nagar/kalyani-nagar","images/Neighborhood_POIs/in-shivaji-nagar/kalyani-nagar/","Kalyani Nagar","Shivaji Nagar","","India","IN","Kalyani Nagar, Shivaji Nagar, India","18.5496917","73.9024604","Kalyani Nagar Joggers Park","affluent modern residential commercial"
"19","neighborhoods/in-shivaji-nagar/koregaon-park","images/Neighborhood_POIs/in-shivaji-nagar/koregaon-park/","Koregaon Park","Shivaji Nagar","","India","IN","Koregaon Park, Shivaji Nagar, India","18.5360446","73.8906885","Osho Ashram","upscale trendy dining nightlife"
"00","neighborhoods/in-shivaji-nagar/viman-nagar","images/Neighborhood_POIs/in-shivaji-nagar/viman-nagar/","Viman Nagar","Shivaji Nagar","","India","IN","Viman Nagar, Shivaji Nagar, India","18.518712","73.9317961","Viman Nagar Magarpatta Mall","professional hub cafes malls"
"01","neighborhoods/in-shivpuri/city-centre","images/Neighborhood_POIs/in-shivpuri/city-centre/","City Centre","Shivpuri","","India","IN","City Centre, Shivpuri, India","25.42378","77.66223","Shivpuri city center","Central urban district (auto-added, pop >=100k)"
"02","neighborhoods/in-sholapur/city-centre","images/Neighborhood_POIs/in-sholapur/city-centre/","City Centre","Sholapur","","India","IN","City Centre, Sholapur, India","17.67152","75.91044","Sholapur city center","Central urban district (auto-added, pop >=100k)"
"03","neighborhoods/in-shyamnagar/town-center","images/Neighborhood_POIs/in-shyamnagar/town-center/","Town Center","Shyamnagar","","India","IN","Town Center, Shyamnagar, India","22.8268531","88.3787787","Shyamnagar Market","central built-up area"
"04","neighborhoods/in-sikar/city-centre","images/Neighborhood_POIs/in-sikar/city-centre/","City Centre","Sīkar","","India","IN","City Centre, Sīkar, India","27.61206","75.13996","Sīkar city center","Central urban district (auto-added, pop >=100k)"
"05","neighborhoods/in-silchar/city-centre","images/Neighborhood_POIs/in-silchar/city-centre/","City Centre","Silchar","","India","IN","City Centre, Silchar, India","24.82733","92.79787","Silchar city center","Central urban district (auto-added, pop >=100k)"
"06","neighborhoods/in-siliguri/hill-cart-road","images/Neighborhood_POIs/in-siliguri/hill-cart-road/","Hill Cart Road","Siliguri","","India","IN","Hill Cart Road, Siliguri, India","26.7119533","88.4256876","Hill Cart Road Market","Main commercial corridor"
"07","neighborhoods/in-siliguri/sevoke-road","images/Neighborhood_POIs/in-siliguri/sevoke-road/","Sevoke Road","Siliguri","","India","IN","Sevoke Road, Siliguri, India","26.7388154","88.4342344","Sevoke Road Shopping Area","Modern retail commercial strip"
"08","neighborhoods/in-singrauli/city-centre","images/Neighborhood_POIs/in-singrauli/city-centre/","City Centre","Singrauli","","India","IN","City Centre, Singrauli, India","24.19973","82.67535","Singrauli city center","Central urban district (auto-added, pop >=100k)"
"09","neighborhoods/in-sirsa/city-centre","images/Neighborhood_POIs/in-sirsa/city-centre/","City Centre","Sirsa","","India","IN","City Centre, Sirsa, India","29.53489","75.02898","Sirsa city center","Central urban district (auto-added, pop >=100k)"
"10","neighborhoods/in-sitapur/city-centre","images/Neighborhood_POIs/in-sitapur/city-centre/","City Centre","Sītāpur","","India","IN","City Centre, Sītāpur, India","27.56192","80.68265","Sītāpur city center","Central urban district (auto-added, pop >=100k)"
"11","neighborhoods/in-sivakasi/city-centre","images/Neighborhood_POIs/in-sivakasi/city-centre/","City Centre","Sivakasi","","India","IN","City Centre, Sivakasi, India","9.44999","77.79797","Sivakasi city center","Central urban district (auto-added, pop >=100k)"
"12","neighborhoods/in-siwan/city-centre","images/Neighborhood_POIs/in-siwan/city-centre/","City Centre","Siwān","","India","IN","City Centre, Siwān, India","26.22096","84.35609","Siwān city center","Central urban district (auto-added, pop >=100k)"
"13","neighborhoods/in-sonipat/central","images/Neighborhood_POIs/in-sonipat/central/","Central","Sonīpat","","India","IN","Central, Sonīpat, India","28.9923048","77.013521","Sonipat Clock Tower","town commercial core"
"14","neighborhoods/in-sri-ganganagar/city-centre","images/Neighborhood_POIs/in-sri-ganganagar/city-centre/","City Centre","Sri Ganganagar","","India","IN","City Centre, Sri Ganganagar, India","29.92009","73.87496","Sri Ganganagar city center","Central urban district (auto-added, pop >=100k)"
"15","neighborhoods/in-srikakulam/city-centre","images/Neighborhood_POIs/in-srikakulam/city-centre/","City Centre","Srikakulam","","India","IN","City Centre, Srikakulam, India","18.2989","83.89751","Srikakulam city center","Central urban district (auto-added, pop >=100k)"
"16","neighborhoods/in-sujangarh/city-centre","images/Neighborhood_POIs/in-sujangarh/city-centre/","City Centre","Sūjāngarh","","India","IN","City Centre, Sūjāngarh, India","27.7","74.46667","Sūjāngarh city center","Central urban district (auto-added, pop >=100k)"
"17","neighborhoods/in-sultanpur/city-centre","images/Neighborhood_POIs/in-sultanpur/city-centre/","City Centre","Sultānpur","","India","IN","City Centre, Sultānpur, India","26.25788","82.07269","Sultānpur city center","Central urban district (auto-added, pop >=100k)"
"18","neighborhoods/in-surat/athwa","images/Neighborhood_POIs/in-surat/athwa/","Athwa","Surat","","India","IN","Athwa, Surat, India","21.1856169","72.8106464","Athwa Gate, Athwa, Surat, India","Central upscale commercial area"
"19","neighborhoods/in-surat/vesu","images/Neighborhood_POIs/in-surat/vesu/","Vesu","Surat","","India","IN","Vesu, Surat, India","21.1374602","72.773542","Vesu Circle, Vesu, Surat, India","Affluent modern residential district"
"00","neighborhoods/in-surendranagar/city-centre","images/Neighborhood_POIs/in-surendranagar/city-centre/","City Centre","Surendranagar","","India","IN","City Centre, Surendranagar, India","22.72706","71.64856","Surendranagar city center","Central urban district (auto-added, pop >=100k)"
"01","neighborhoods/in-suriapet/city-centre","images/Neighborhood_POIs/in-suriapet/city-centre/","City Centre","Suriāpet","","India","IN","City Centre, Suriāpet, India","17.14054","79.62045","Suriāpet city center","Central urban district (auto-added, pop >=100k)"
"02","neighborhoods/in-tadepalligudem/city-centre","images/Neighborhood_POIs/in-tadepalligudem/city-centre/","City Centre","Tadepalligudem","","India","IN","City Centre, Tadepalligudem, India","16.81467","81.52717","Tadepalligudem city center","Central urban district (auto-added, pop >=100k)"
"03","neighborhoods/in-tadpatri/city-centre","images/Neighborhood_POIs/in-tadpatri/city-centre/","City Centre","Tadpatri","","India","IN","City Centre, Tadpatri, India","14.90832","78.01031","Tadpatri city center","Central urban district (auto-added, pop >=100k)"
"04","neighborhoods/in-teni/city-centre","images/Neighborhood_POIs/in-teni/city-centre/","City Centre","Teni","","India","IN","City Centre, Teni, India","10.0107534","77.4768623","Teni Bus Stand","Central commercial district"
"05","neighborhoods/in-thane/ghodbunder-road","images/Neighborhood_POIs/in-thane/ghodbunder-road/","Ghodbunder Road","Thāne","","India","IN","Ghodbunder Road, Thāne, India","19.2086541","72.9716614","Viviana Mall","Modern residential commercial corridor"
"06","neighborhoods/in-thane/hiranandani-estate","images/Neighborhood_POIs/in-thane/hiranandani-estate/","Hiranandani Estate","Thāne","","India","IN","Hiranandani Estate, Thāne, India","19.2556659","72.9812081","Hiranandani Estate Clubhouse","Upscale planned township"
"07","neighborhoods/in-thanesar/city-centre","images/Neighborhood_POIs/in-thanesar/city-centre/","City Centre","Thānesar","","India","IN","City Centre, Thānesar, India","29.97323","76.83214","Thānesar city center","Central urban district (auto-added, pop >=100k)"
"08","neighborhoods/in-thanjavur/old-town","images/Neighborhood_POIs/in-thanjavur/old-town/","Old Town","Thanjavur","","India","IN","Old Town, Thanjavur, India","10.7826954","79.1314587","Brihadeeswarar Temple","central heritage and commercial core"
"09","neighborhoods/in-thenali/city-centre","images/Neighborhood_POIs/in-thenali/city-centre/","City Centre","Thenali","","India","IN","City Centre, Thenali, India","16.24253","80.63982","Thenali city center","Central urban district (auto-added, pop >=100k)"
"10","neighborhoods/in-thiruvananthapuram/kowdiar","images/Neighborhood_POIs/in-thiruvananthapuram/kowdiar/","Kowdiar","Thiruvananthapuram","","India","IN","Kowdiar, Thiruvananthapuram, India","8.5238564","76.9632709","Kowdiar Palace","Upscale residential district"
"11","neighborhoods/in-thiruvananthapuram/vellayambalam","images/Neighborhood_POIs/in-thiruvananthapuram/vellayambalam/","Vellayambalam","Thiruvananthapuram","","India","IN","Vellayambalam, Thiruvananthapuram, India","8.5115841","76.962579","Vellayambalam Junction","Affluent central commercial area"
"12","neighborhoods/in-thoothukudi/city-centre","images/Neighborhood_POIs/in-thoothukudi/city-centre/","City Centre","Thoothukudi","","India","IN","City Centre, Thoothukudi, India","8.76735","78.13425","Thoothukudi city center","Central urban district (auto-added, pop >=100k)"
"13","neighborhoods/in-thrissur/city-center","images/Neighborhood_POIs/in-thrissur/city-center/","City Center","Thrissur","","India","IN","City Center, Thrissur, India","10.5245803","76.2169138","Swaraj Round Thrissur","central commercial core"
"14","neighborhoods/in-thrissur/round","images/Neighborhood_POIs/in-thrissur/round/","Round","Thrissur","","India","IN","Round, Thrissur, India","10.5464014","76.2123748","Round Market Thrissur","central walkable commercial hub"
