"city","country","country_code","neighborhood","why_fit","confidence","lat","lng","anchor_spot","places_query","geocode_status","location_id","display_slug","internal_location_type","image_name_id","image_name_slug","matched_via","geo_distance_km","match_status"
"Mawlamyine","Myanmar","MM","City Center","central riverside commercial area","low","16.4895146","97.6286537","Mawlamyine Clock Tower","Mawlamyine Clock Tower, City Center, Mawlamyine, Myanmar","ok","","","","","","","","unresolved"
"Windhoek","Namibia","NA","Central Business District","Main downtown commercial area","high","-22.5676065","17.0843205","Independence Avenue","Independence Avenue, Central Business District, Windhoek, Namibia","ok","","","","","","","","unresolved"
"Windhoek","Namibia","NA","Klein Windhoek","Affluent upscale dining district","high","-22.5722161","17.084004","Klein Windhoek Craft Market","Klein Windhoek Craft Market, Klein Windhoek, Windhoek, Namibia","ok","553248635975865042","namibia/khomas/windhoek/klein-windhoek","neighborhood","553248635975865042.jpg","namibia/khomas/windhoek/klein-windhoek.jpg","seed:namibia/khomas/windhoek/klein-windhoek","1.4","resolved"
"Kathmandu","Nepal","NP","Durbar Marg","Upscale shopping dining street","high","27.71245","85.3177709","Durbar Marg","Durbar Marg, Durbar Marg, Kathmandu, Nepal","ok","6152681","nepal/kathmandu/durbar-marg","point_of_interest","6152681.jpg","nepal/kathmandu/durbar-marg.jpg","seed:nepal/kathmandu/durbar-marg","0.6","resolved"
"Kathmandu","Nepal","NP","Thamel","Tourist dining nightlife district","high","27.7143916","85.3113104","Thamel Gate","Thamel Gate, Thamel, Kathmandu, Nepal","ok","6047599","nepal/kathmandu/thamel","neighborhood","6047599.jpg","nepal/kathmandu/thamel.jpg","seed:nepal/kathmandu/thamel","0.2","resolved"
"Kathmandu","Nepal","NP","Jhamsikhel","Trendy expat dining area","medium","27.6830355","85.3101159","Jhamsikhel Park","Jhamsikhel Park, Jhamsikhel, Kathmandu, Nepal","ok","","","","","","","","unresolved"
"Kathmandu","Nepal","NP","Lazimpat","Affluent expat dining district","medium","27.7042737","85.307463","Lazimpat Durbar","Lazimpat Durbar, Lazimpat, Kathmandu, Nepal","ok","3000664431","nepal/kathmandu/lazimpat","neighborhood","3000664431.jpg","nepal/kathmandu/lazimpat.jpg","seed:nepal/kathmandu/lazimpat","2.2","resolved"
"Kathmandu","Nepal","NP","Patan","Historic cultural walkable district","medium","27.6726981","85.3253211","Patan Durbar Square","Patan Durbar Square, Patan, Kathmandu, Nepal","ok","","","","","","","","unresolved"
"Pokhara","Nepal","NP","Lakeside","tourist hub by lake","high","28.2147667","83.9557282","Fewa Lake","Fewa Lake, Lakeside, Pokhara, Nepal","ok","","","","","","","","unresolved"
"Pokhara","Nepal","NP","Damside","scenic lakeside tourist area","medium","28.1972845","83.9695674","Damside Park","Damside Park, Damside, Pokhara, Nepal","ok","","","","","","","","unresolved"
"Bharatpur","Nepal","NP","Narayangadh","Main commercial hub","low","27.6988907","84.4303959","Narayangadh Bus Park","Narayangadh Bus Park, Narayangadh, Bharatpur, Nepal","ok","","","","","","","","unresolved"
"Pātan","Nepal","NP","Jhamsikhel","Trendy, cafes, expats, dining","high","27.6787371","85.3077884","Jhamsikhel Cafe Street","Jhamsikhel Cafe Street, Jhamsikhel, Pātan, Nepal","ok","","","","","","","","unresolved"
"Pātan","Nepal","NP","Patan Durbar Square","Historic core, arts, tourism","high","27.6726981","85.3253211","Patan Durbar Square","Patan Durbar Square, Patan Durbar Square, Pātan, Nepal","ok","","","","","","","","unresolved"
"Pātan","Nepal","NP","Pulchowk","Central, walkable, dining","medium","27.6811119","85.318414","Pulchowk Chowk","Pulchowk Chowk, Pulchowk, Pātan, Nepal","ok","","","","","","","","unresolved"
"Birgañj","Nepal","NP","Adarsha Nagar","central commercial area","low","27.0107056","84.8745797","Adarsha Nagar Market","Adarsha Nagar Market, Adarsha Nagar, Birgañj, Nepal","ok","","","","","","","","unresolved"
"Auckland","New Zealand","NZ","Auckland CBD","Central business and dining core","high","-36.848448","174.762191","Sky Tower Auckland","Sky Tower Auckland, Auckland CBD, Auckland, New Zealand","ok","","","","","","","","unresolved"
"Auckland","New Zealand","NZ","Britomart","Central transit dining precinct","high","-36.84431","174.76869","Britomart Transport Centre","Britomart Transport Centre, Britomart, Auckland, New Zealand","ok","","","","","","","","unresolved"
"Auckland","New Zealand","NZ","Newmarket","Shopping dining transit hub","high","-36.8707883","174.7768905","Newmarket Shopping Centre","Newmarket Shopping Centre, Newmarket, Auckland, New Zealand","ok","179326","new-zealand/auckland-region/auckland/newmarket","city","179326.jpg","new-zealand/auckland-region/auckland/newmarket.jpg","seed:new-zealand/auckland-region/auckland/newmarket","0.4","resolved"
"Auckland","New Zealand","NZ","Parnell","Upscale boutique walkable district","high","-36.8497563","174.7865304","Parnell Rose Gardens","Parnell Rose Gardens, Parnell, Auckland, New Zealand","ok","180396","new-zealand/auckland-region/auckland/parnell","neighborhood","180396.jpg","new-zealand/auckland-region/auckland/parnell.jpg","seed:new-zealand/auckland-region/auckland/parnell","0.6","resolved"
"Auckland","New Zealand","NZ","Ponsonby","Trendy cafes dining creative","high","-36.8517961","174.7448867","Ponsonby Road","Ponsonby Road, Ponsonby, Auckland, New Zealand","ok","179335","new-zealand/auckland-region/auckland/ponsonby","city","179335.jpg","new-zealand/auckland-region/auckland/ponsonby.jpg","seed:new-zealand/auckland-region/auckland/ponsonby","0.5","resolved"
"Auckland","New Zealand","NZ","Wynyard Quarter","Waterfront redevelopment dining tech","high","-36.8403392","174.7554946","Silo Park","Silo Park, Wynyard Quarter, Auckland, New Zealand","ok","6168306","new-zealand/auckland-region/auckland/wynyard-quarter","city","6168306.jpg","new-zealand/auckland-region/auckland/wynyard-quarter.jpg","seed:new-zealand/auckland-region/auckland/wynyard-quarter","0.1","resolved"
"Auckland","New Zealand","NZ","Kingsland","Trendy cafe culture village","medium","-36.8727309","174.7441063","Kingsland Railway Station","Kingsland Railway Station, Kingsland, Auckland, New Zealand","ok","553248635418430881","new-zealand/auckland-region/auckland/kingsland","neighborhood","553248635418430881.jpg","new-zealand/auckland-region/auckland/kingsland.jpg","seed:new-zealand/auckland-region/auckland/kingsland","0.6","resolved"
"Auckland","New Zealand","NZ","Mount Eden","Affluent walkable village dining","medium","-36.8780901","174.7645146","Mount Eden Summit","Mount Eden Summit, Mount Eden, Auckland, New Zealand","ok","179321","new-zealand/auckland-region/auckland/mount-eden","neighborhood","179321.jpg","new-zealand/auckland-region/auckland/mount-eden.jpg","seed:new-zealand/auckland-region/auckland/mount-eden","1.1","resolved"
"Christchurch","New Zealand","NZ","Central City (CBD)","Rebuilt walkable central core","high","-43.5309559","172.6372132","Christchurch Cathedral","Christchurch Cathedral, Central City, Christchurch, New Zealand","ok","","","","","","","","unresolved"
"Christchurch","New Zealand","NZ","Addington","Trendy revitalized cafe district","medium","-43.5440379","172.600001","Addington Raceway","Addington Raceway, Addington, Christchurch, New Zealand","ok","6048106","new-zealand/canterbury/christchurch/addington","neighborhood","6048106.jpg","new-zealand/canterbury/christchurch/addington.jpg","seed:new-zealand/canterbury/christchurch/addington","0.9","resolved"
"Christchurch","New Zealand","NZ","Merivale","Upscale shopping dining suburb","medium","-43.5126789","172.6206579","Merivale Mall","Merivale Mall, Merivale, Christchurch, New Zealand","ok","6052812","new-zealand/canterbury/christchurch/merivale","neighborhood","6052812.jpg","new-zealand/canterbury/christchurch/merivale.jpg","seed:new-zealand/canterbury/christchurch/merivale","0.6","resolved"
"Christchurch","New Zealand","NZ","Riverside / New Regent Street","Boutique dining laneway district","medium","-43.5338417","172.6339121","New Regent Street","New Regent Street, Riverside, Christchurch, New Zealand","ok","553248625331905735","new-zealand/canterbury/christchurch/new-regent-street","point_of_interest","553248625331905735.jpg","new-zealand/canterbury/christchurch/new-regent-street.jpg","seed:new-zealand/canterbury/christchurch/new-regent-street","0.6","resolved"
"Wellington","New Zealand","NZ","Cuba Street","Bohemian dining cafe district","high","-41.2937953","174.775433","Cuba Street","Cuba Street, Cuba Street, Wellington, New Zealand","ok","","","","","","","","unresolved"
"Wellington","New Zealand","NZ","Lambton Quay","Central business district","high","-41.281966","174.7761138","Lambton Quay","Lambton Quay, Lambton Quay, Wellington, New Zealand","ok","6169870","new-zealand/wellington-region/wellington/lambton-quay","point_of_interest","6169870.jpg","new-zealand/wellington-region/wellington/lambton-quay.jpg","seed:new-zealand/wellington-region/wellington/lambton-quay","0.1","resolved"
"Wellington","New Zealand","NZ","Mount Victoria","Walkable affluent central residential","high","-41.2960571","174.7943104","Mount Victoria Lookout","Mount Victoria Lookout, Mount Victoria, Wellington, New Zealand","ok","","","","","","","","unresolved"
"Wellington","New Zealand","NZ","Oriental Bay","Affluent waterfront district","high","-41.2908339","174.7924751","Oriental Bay Beach","Oriental Bay Beach, Oriental Bay, Wellington, New Zealand","ok","553248635974586906","new-zealand/wellington-region/wellington/oriental-bay","neighborhood","553248635974586906.jpg","new-zealand/wellington-region/wellington/oriental-bay.jpg","seed:new-zealand/wellington-region/wellington/oriental-bay","0.2","resolved"
"Wellington","New Zealand","NZ","Te Aro","Trendy creative central nightlife","high","-41.2920382","174.7780334","Te Aro Park","Te Aro Park, Te Aro, Wellington, New Zealand","ok","553248635943691114","new-zealand/wellington-region/wellington/te-aro","neighborhood","553248635943691114.jpg","new-zealand/wellington-region/wellington/te-aro.jpg","seed:new-zealand/wellington-region/wellington/te-aro","0.2","resolved"
"Wellington","New Zealand","NZ","Thorndon","Historic upscale central area","high","-41.2775847","174.7775229","Parliament Buildings","Parliament Buildings, Thorndon, Wellington, New Zealand","ok","553248635974586908","new-zealand/wellington-region/wellington/thorndon","neighborhood","553248635974586908.jpg","new-zealand/wellington-region/wellington/thorndon.jpg","seed:new-zealand/wellington-region/wellington/thorndon","0.6","resolved"
"Manukau City","New Zealand","NZ","Manukau Central","Commercial town center","medium","-36.9912102","174.8822355","Westfield Manukau City","Westfield Manukau City, Manukau Central, Manukau City, New Zealand","ok","","","","","","","","unresolved"
"North Shore","New Zealand","NZ","Devonport","historic seaside village charm","high","-36.8333687","174.7956315","Devonport Ferry Terminal","Devonport Ferry Terminal, Devonport, North Shore, New Zealand","ok","179330","new-zealand/auckland-region/devonport","city","179330.jpg","new-zealand/auckland-region/devonport.jpg","seed:new-zealand/auckland-region/devonport","1.1","resolved"
"North Shore","New Zealand","NZ","Takapuna","upscale beachside dining hub","high","-36.7925202","174.7803608","Takapuna Beach","Takapuna Beach, Takapuna, North Shore, New Zealand","ok","179331","new-zealand/auckland-region/takapuna","city","179331.jpg","new-zealand/auckland-region/takapuna.jpg","seed:new-zealand/auckland-region/takapuna","1.3","resolved"
"Managua","Nicaragua","NI","Los Robles","upscale dining hotels district","medium","12.1184664","-86.2656157","Los Robles Hotel","Los Robles Hotel, Los Robles, Managua, Nicaragua","ok","","","","","","","","unresolved"
"Managua","Nicaragua","NI","Zona Hippos","nightlife restaurants area","low","12.1227693","-86.266395","Zona Hippos Nightlife Area","Zona Hippos Nightlife Area, Zona Hippos, Managua, Nicaragua","ok","","","","","","","","unresolved"
"Niamey","Niger","NE","Plateau","Central administrative business district","low","13.5109553","2.1071253","Niger National Museum","Niger National Museum, Plateau, Niamey, Niger","ok","","","","","","","","unresolved"
"Maradi","Niger","NE","City Center","Central commercial area","low","13.4849044","7.143304","Maradi Central Market","Maradi Central Market, City Center, Maradi, Niger","ok","","","","","","","","unresolved"
"Lagos","Nigeria","NG","Ikoyi","Affluent, professionals and dining","high","6.4524531","3.4278236","Ikoyi Club 1938","Ikoyi Club 1938, Ikoyi, Lagos, Nigeria","ok","6354407","nigeria/lagos/ikoyi","neighborhood","6354407.jpg","nigeria/lagos/ikoyi.jpg","seed:nigeria/lagos/ikoyi","0.8","resolved"
"Lagos","Nigeria","NG","Lekki Phase 1","Trendy, upscale residential","high","6.4415182","3.535771","Lekki Conservation Centre","Lekki Conservation Centre, Lekki Phase 1, Lagos, Nigeria","ok","553248633981744133","nigeria/lekki/lekki-phase-1","neighborhood","553248633981744133.jpg","nigeria/lekki/lekki-phase-1.jpg","seed:nigeria/lekki/lekki-phase-1","1.0","resolved"
"Lagos","Nigeria","NG","Victoria Island","Central business and upscale","high","6.4216888","3.4328862","Bar Beach","Bar Beach, Victoria Island, Lagos, Nigeria","ok","6354406","nigeria/victoria-island","region","6354406.jpg","nigeria/victoria-island.jpg","seed:nigeria/victoria-island","1.7","resolved"
"Kano","Nigeria","NG","Nassarawa GRA","Affluent residential government area","medium","12.0008443","8.5528746","Nassarawa Government Reserved Area","Nassarawa GRA, Kano, Nigeria","ok","","","","","","","","unresolved"
"Ibadan","Nigeria","NG","Bodija","Affluent residential area","medium","7.4350308","3.9143272","Bodija Market","Bodija Market, Bodija, Ibadan, Nigeria","ok","","","","","","","","unresolved"
"Ibadan","Nigeria","NG","Dugbe","Central commercial business district","medium","7.3901596","3.8817546","Dugbe Market","Dugbe Market, Dugbe, Ibadan, Nigeria","ok","","","","","","","","unresolved"
"Ibadan","Nigeria","NG","Jericho","Upscale residential area","medium","7.4000932","3.8750262","Jericho Mall","Jericho Mall, Jericho, Ibadan, Nigeria","ok","","","","","","","","unresolved"
"Abuja","Nigeria","NG","Asokoro","elite upscale residential quarter","medium","9.0117252","7.5079538","Asokoro District","Asokoro District, Asokoro, Abuja, Nigeria","ok","553248635975438260","nigeria/abuja/asokoro","neighborhood","553248635975438260.jpg","nigeria/abuja/asokoro.jpg","seed:nigeria/abuja/asokoro","3.5","resolved"
"Abuja","Nigeria","NG","Central Business District","modern government business core","medium","9.0600163","7.4899235","Nigerian National Mosque","Nigerian National Mosque, Central Business District, Abuja, Nigeria","ok","","","","","","","","unresolved"
"Abuja","Nigeria","NG","Maitama","affluent diplomatic upscale district","medium","9.0881961","7.4933824","Maitama Diplomatic Area","Maitama Diplomatic Area, Maitama, Abuja, Nigeria","ok","553248635976008155","nigeria/abuja/maitama","neighborhood","553248635976008155.jpg","nigeria/abuja/maitama.jpg","seed:nigeria/abuja/maitama","0.2","resolved"
"Abuja","Nigeria","NG","Wuse","central commercial business hub","medium","9.0680035","7.4660528","Wuse Market","Wuse Market, Wuse, Abuja, Nigeria","ok","553248635976008449","nigeria/abuja/wuse-2","neighborhood","553248635976008449.jpg","nigeria/abuja/wuse-2.jpg","seed:nigeria/abuja/wuse-2","1.5","resolved"
"Port Harcourt","Nigeria","NG","New GRA","Upscale modern residential area","medium","4.8380127","7.0106918","New GRA Park","New GRA Park, New GRA, Port Harcourt, Nigeria","ok","","","","","","","","unresolved"
"Port Harcourt","Nigeria","NG","Old GRA","Affluent leafy residential district","medium","4.7928122","7.0095263","Old GRA Residential Area","Old GRA, Old GRA, Port Harcourt, Nigeria","ok","","","","","","","","unresolved"
"Kaduna","Nigeria","NG","Barnawa","Affluent residential district","low","10.4809396","7.4309952","Barnawa Mosque","Barnawa Mosque, Barnawa, Kaduna, Nigeria","ok","","","","","","","","unresolved"
"Kaduna","Nigeria","NG","Ungwan Rimi","Upscale residential GRA area","low","10.5275076","7.4638302","Ungwan Rimi GRA","Ungwan Rimi GRA, Ungwan Rimi, Kaduna, Nigeria","ok","","","","","","","","unresolved"
"Benin City","Nigeria","NG","GRA","Affluent leafy residential district","low","6.334986","5.6037465","Benin City GRA","Benin City GRA, Benin City, Nigeria","ok","","","","","","","","unresolved"
"Onitsha","Nigeria","NG","GRA","Affluent residential area","medium","6.1599933","6.7842015","Onitsha GRA","Onitsha GRA, Onitsha, Nigeria","ok","","","","","","","","unresolved"
