"parent_id","neighborhood","city","region","country","country_code","destination"
"neighborhoods/my-port-dickson/city-centre","City Centre","Port Dickson","","Malaysia","MY","City Centre, Port Dickson, Malaysia"
"neighborhoods/my-puchong/ioi-mall-area","IOI Mall Area","Puchong","","Malaysia","MY","IOI Mall Area, Puchong, Malaysia"
"neighborhoods/my-sandakan/town-center","Town Center","Sandakan","","Malaysia","MY","Town Center, Sandakan, Malaysia"
"neighborhoods/my-sepang/city-centre","City Centre","Sepang","","Malaysia","MY","City Centre, Sepang, Malaysia"
"neighborhoods/my-seremban/town-center","Town Center","Seremban","","Malaysia","MY","Town Center, Seremban, Malaysia"
"neighborhoods/my-seri-manjung/city-centre","City Centre","Seri Manjung","","Malaysia","MY","City Centre, Seri Manjung, Malaysia"
"neighborhoods/my-setapak/danau-kota","Danau Kota","Setapak","","Malaysia","MY","Danau Kota, Setapak, Malaysia"
"neighborhoods/my-setapak/wangsa-maju","Wangsa Maju","Setapak","","Malaysia","MY","Wangsa Maju, Setapak, Malaysia"
"neighborhoods/my-shah-alam/section-13","Section 13","Shah Alam","","Malaysia","MY","Section 13, Shah Alam, Malaysia"
"neighborhoods/my-shah-alam/section-7","Section 7","Shah Alam","","Malaysia","MY","Section 7, Shah Alam, Malaysia"
"neighborhoods/my-sibu/city-centre","City Centre","Sibu","","Malaysia","MY","City Centre, Sibu, Malaysia"
"neighborhoods/my-sitiawan/city-centre","City Centre","Sitiawan","","Malaysia","MY","City Centre, Sitiawan, Malaysia"
"neighborhoods/my-subang-jaya/ss15","SS15","Subang Jaya","","Malaysia","MY","SS15, Subang Jaya, Malaysia"
"neighborhoods/my-taiping/city-centre","City Centre","Taiping","","Malaysia","MY","City Centre, Taiping, Malaysia"
"neighborhoods/my-tawau/town-center","Town Center","Tawau","","Malaysia","MY","Town Center, Tawau, Malaysia"
"neighborhoods/my-teluk-intan/city-centre","City Centre","Teluk Intan","","Malaysia","MY","City Centre, Teluk Intan, Malaysia"
"neighborhoods/mz-angoche/city-centre","City Centre","Angoche","","Mozambique","MZ","City Centre, Angoche, Mozambique"
"neighborhoods/mz-beira/city-centre","City Centre","Beira","","Mozambique","MZ","City Centre, Beira, Mozambique"
"neighborhoods/mz-chimoio/city-centre","City Centre","Chimoio","","Mozambique","MZ","City Centre, Chimoio, Mozambique"
"neighborhoods/mz-gurue/city-centre","City Centre","Gurúè","","Mozambique","MZ","City Centre, Gurúè, Mozambique"
"neighborhoods/mz-lichinga/centro","Centro","Lichinga","","Mozambique","MZ","Centro, Lichinga, Mozambique"
"neighborhoods/mz-mandimba/city-centre","City Centre","Mandimba","","Mozambique","MZ","City Centre, Mandimba, Mozambique"
"neighborhoods/mz-maputo/baixa","Baixa","Maputo","","Mozambique","MZ","Baixa, Maputo, Mozambique"
"neighborhoods/mz-matola/matola-sede","Matola Sede","Matola","","Mozambique","MZ","Matola Sede, Matola, Mozambique"
"neighborhoods/mz-maxixe/city-centre","City Centre","Maxixe","","Mozambique","MZ","City Centre, Maxixe, Mozambique"
"neighborhoods/mz-mocuba/city-centre","City Centre","Mocuba","","Mozambique","MZ","City Centre, Mocuba, Mozambique"
"neighborhoods/mz-nacala/city-centre","City Centre","Nacala","","Mozambique","MZ","City Centre, Nacala, Mozambique"
"neighborhoods/mz-nampula/central-nampula","Central Nampula","Nampula","","Mozambique","MZ","Central Nampula, Nampula, Mozambique"
"neighborhoods/mz-pemba/city-centre","City Centre","Pemba","","Mozambique","MZ","City Centre, Pemba, Mozambique"
"neighborhoods/mz-quelimane/city-center","City Center","Quelimane","","Mozambique","MZ","City Center, Quelimane, Mozambique"
"neighborhoods/mz-ressano-garcia/city-centre","City Centre","Ressano Garcia","","Mozambique","MZ","City Centre, Ressano Garcia, Mozambique"
"neighborhoods/mz-tete/city-center","City Center","Tete","","Mozambique","MZ","City Center, Tete, Mozambique"
"neighborhoods/mz-xai-xai/city-centre","City Centre","Xai-Xai","","Mozambique","MZ","City Centre, Xai-Xai, Mozambique"
"neighborhoods/na-windhoek/central-business-district","Central Business District","Windhoek","","Namibia","NA","Central Business District, Windhoek, Namibia"
"neighborhoods/ne-agadez/city-centre","City Centre","Agadez","","Niger","NE","City Centre, Agadez, Niger"
"neighborhoods/ne-arlit/city-centre","City Centre","Arlit","","Niger","NE","City Centre, Arlit, Niger"
"neighborhoods/ne-maradi/city-center","City Center","Maradi","","Niger","NE","City Center, Maradi, Niger"
"neighborhoods/ne-niamey/plateau","Plateau","Niamey","","Niger","NE","Plateau, Niamey, Niger"
"neighborhoods/ne-tahoua/city-centre","City Centre","Tahoua","","Niger","NE","City Centre, Tahoua, Niger"
"neighborhoods/ne-zinder/city-centre","City Centre","Zinder","","Niger","NE","City Centre, Zinder, Niger"
"neighborhoods/ng-aba/city-center","City Center","Aba","","Nigeria","NG","City Center, Aba, Nigeria"
"neighborhoods/ng-abakaliki/city-centre","City Centre","Abakaliki","","Nigeria","NG","City Centre, Abakaliki, Nigeria"
"neighborhoods/ng-abeokuta/city-centre","City Centre","Abeokuta","","Nigeria","NG","City Centre, Abeokuta, Nigeria"
"neighborhoods/ng-abuja/central-business-district","Central Business District","Abuja","","Nigeria","NG","Central Business District, Abuja, Nigeria"
"neighborhoods/ng-ado-ekiti/city-center","City Center","Ado-Ekiti","","Nigeria","NG","City Center, Ado-Ekiti, Nigeria"
"neighborhoods/ng-ajegunle/city-center","City Center","Ajegunle","","Nigeria","NG","City Center, Ajegunle, Nigeria"
"neighborhoods/ng-akure/alagbaka","Alagbaka","Akure","","Nigeria","NG","Alagbaka, Akure, Nigeria"
"neighborhoods/ng-alasia/city-centre","City Centre","Alasia","","Nigeria","NG","City Centre, Alasia, Nigeria"
"neighborhoods/ng-amaigbo/city-centre","City Centre","Amaigbo","","Nigeria","NG","City Centre, Amaigbo, Nigeria"
"neighborhoods/ng-awka/city-centre","City Centre","Awka","","Nigeria","NG","City Centre, Awka, Nigeria"
"neighborhoods/ng-azare/city-centre","City Centre","Azare","","Nigeria","NG","City Centre, Azare, Nigeria"
"neighborhoods/ng-bama/city-centre","City Centre","Bama","","Nigeria","NG","City Centre, Bama, Nigeria"
"neighborhoods/ng-bauchi/city-centre","City Centre","Bauchi","","Nigeria","NG","City Centre, Bauchi, Nigeria"
"neighborhoods/ng-benin-city/gra","GRA","Benin City","","Nigeria","NG","GRA, Benin City, Nigeria"
"neighborhoods/ng-bida/city-centre","City Centre","Bida","","Nigeria","NG","City Centre, Bida, Nigeria"
"neighborhoods/ng-birnin-kebbi/city-centre","City Centre","Birnin Kebbi","","Nigeria","NG","City Centre, Birnin Kebbi, Nigeria"
"neighborhoods/ng-calabar/city-centre","City Centre","Calabar","","Nigeria","NG","City Centre, Calabar, Nigeria"
"neighborhoods/ng-chakwama/city-centre","City Centre","Chakwama","","Nigeria","NG","City Centre, Chakwama, Nigeria"
"neighborhoods/ng-efon-alaaye/town-centre","Town Centre","Efon-Alaaye","","Nigeria","NG","Town Centre, Efon-Alaaye, Nigeria"
"neighborhoods/ng-ejigbo/city-centre","City Centre","Ejigbo","","Nigeria","NG","City Centre, Ejigbo, Nigeria"
"neighborhoods/ng-enugu/city-centre","City Centre","Enugu","","Nigeria","NG","City Centre, Enugu, Nigeria"
"neighborhoods/ng-esuk-oron/city-centre","City Centre","Esuk Oron","","Nigeria","NG","City Centre, Esuk Oron, Nigeria"
"neighborhoods/ng-funtua/city-centre","City Centre","Funtua","","Nigeria","NG","City Centre, Funtua, Nigeria"
"neighborhoods/ng-gashua/city-centre","City Centre","Gashua","","Nigeria","NG","City Centre, Gashua, Nigeria"
"neighborhoods/ng-gboko/town-center","Town Center","Gboko","","Nigeria","NG","Town Center, Gboko, Nigeria"
"neighborhoods/ng-gombe/city-center","City Center","Gombe","","Nigeria","NG","City Center, Gombe, Nigeria"
"neighborhoods/ng-gusau/city-centre","City Centre","Gusau","","Nigeria","NG","City Centre, Gusau, Nigeria"
"neighborhoods/ng-hadejia/city-centre","City Centre","Hadejia","","Nigeria","NG","City Centre, Hadejia, Nigeria"
"neighborhoods/ng-ibadan/bodija","Bodija","Ibadan","","Nigeria","NG","Bodija, Ibadan, Nigeria"
"neighborhoods/ng-ibadan/dugbe","Dugbe","Ibadan","","Nigeria","NG","Dugbe, Ibadan, Nigeria"
"neighborhoods/ng-ibadan/jericho","Jericho","Ibadan","","Nigeria","NG","Jericho, Ibadan, Nigeria"
"neighborhoods/ng-igboho/city-centre","City Centre","Igboho","","Nigeria","NG","City Centre, Igboho, Nigeria"
"neighborhoods/ng-ijebu-ode/town-center","Town Center","Ijebu Ode","","Nigeria","NG","Town Center, Ijebu Ode, Nigeria"
"neighborhoods/ng-ijero-ekiti/city-centre","City Centre","Ijero-Ekiti","","Nigeria","NG","City Centre, Ijero-Ekiti, Nigeria"
"neighborhoods/ng-ikare/city-centre","City Centre","Ikare","","Nigeria","NG","City Centre, Ikare, Nigeria"
"neighborhoods/ng-ikeja/allen-avenue","Allen Avenue","Ikeja","","Nigeria","NG","Allen Avenue, Ikeja, Nigeria"
"neighborhoods/ng-ikeja/ikeja-gra","Ikeja GRA","Ikeja","","Nigeria","NG","Ikeja GRA, Ikeja, Nigeria"
"neighborhoods/ng-ikire/city-centre","City Centre","Ikire","","Nigeria","NG","City Centre, Ikire, Nigeria"
"neighborhoods/ng-ikot-ekpene/town-center","Town Center","Ikot Ekpene","","Nigeria","NG","Town Center, Ikot Ekpene, Nigeria"
"neighborhoods/ng-ila-orangun/city-centre","City Centre","Ila Orangun","","Nigeria","NG","City Centre, Ila Orangun, Nigeria"
"neighborhoods/ng-ile-ife/city-center","City Center","Ile-Ife","","Nigeria","NG","City Center, Ile-Ife, Nigeria"
"neighborhoods/ng-ilesa/city-center","City Center","Ilesa","","Nigeria","NG","City Center, Ilesa, Nigeria"
"neighborhoods/ng-ilorin/gra","GRA","Ilorin","","Nigeria","NG","GRA, Ilorin, Nigeria"
"neighborhoods/ng-inisa/city-centre","City Centre","Inisa","","Nigeria","NG","City Centre, Inisa, Nigeria"
"neighborhoods/ng-irewe/city-centre","City Centre","Irewe","","Nigeria","NG","City Centre, Irewe, Nigeria"
"neighborhoods/ng-ise-ekiti/city-centre","City Centre","Ise-Ekiti","","Nigeria","NG","City Centre, Ise-Ekiti, Nigeria"
"neighborhoods/ng-iseyin/town-center","Town Center","Iseyin","","Nigeria","NG","Town Center, Iseyin, Nigeria"
"neighborhoods/ng-iwo/town-center","Town Center","Iwo","","Nigeria","NG","Town Center, Iwo, Nigeria"
"neighborhoods/ng-jalingo/city-centre","City Centre","Jalingo","","Nigeria","NG","City Centre, Jalingo, Nigeria"
"neighborhoods/ng-jos/gra","GRA","Jos","","Nigeria","NG","GRA, Jos, Nigeria"
"neighborhoods/ng-kaduna/barnawa","Barnawa","Kaduna","","Nigeria","NG","Barnawa, Kaduna, Nigeria"
"neighborhoods/ng-kaduna/ungwan-rimi","Ungwan Rimi","Kaduna","","Nigeria","NG","Ungwan Rimi, Kaduna, Nigeria"
"neighborhoods/ng-kano/nassarawa-gra","Nassarawa GRA","Kano","","Nigeria","NG","Nassarawa GRA, Kano, Nigeria"
"neighborhoods/ng-katsina/city-centre","City Centre","Katsina","","Nigeria","NG","City Centre, Katsina, Nigeria"
"neighborhoods/ng-kisi/city-centre","City Centre","Kisi","","Nigeria","NG","City Centre, Kisi, Nigeria"
"neighborhoods/ng-lafia/city-centre","City Centre","Lafia","","Nigeria","NG","City Centre, Lafia, Nigeria"
"neighborhoods/ng-lafiagi/city-centre","City Centre","Lafiagi","","Nigeria","NG","City Centre, Lafiagi, Nigeria"
"neighborhoods/ng-lekki/ikoyi","Ikoyi","Lekki","","Nigeria","NG","Ikoyi, Lekki, Nigeria"
"neighborhoods/ng-maiduguri/city-center","City Center","Maiduguri","","Nigeria","NG","City Center, Maiduguri, Nigeria"
"neighborhoods/ng-makurdi/city-centre","City Centre","Makurdi","","Nigeria","NG","City Centre, Makurdi, Nigeria"
"neighborhoods/ng-minna/city-centre","City Centre","Minna","","Nigeria","NG","City Centre, Minna, Nigeria"
"neighborhoods/ng-modakeke/city-centre","City Centre","Modakeke","","Nigeria","NG","City Centre, Modakeke, Nigeria"
"neighborhoods/ng-mubi/city-centre","City Centre","Mubi","","Nigeria","NG","City Centre, Mubi, Nigeria"
"neighborhoods/ng-nguru/city-centre","City Centre","Nguru","","Nigeria","NG","City Centre, Nguru, Nigeria"
"neighborhoods/ng-nnewi/city-centre","City Centre","Nnewi","","Nigeria","NG","City Centre, Nnewi, Nigeria"
"neighborhoods/ng-nsukka/city-centre","City Centre","Nsukka","","Nigeria","NG","City Centre, Nsukka, Nigeria"
"neighborhoods/ng-offa/city-centre","City Centre","Offa","","Nigeria","NG","City Centre, Offa, Nigeria"
"neighborhoods/ng-ogbomoso/city-center","City Center","Ogbomoso","","Nigeria","NG","City Center, Ogbomoso, Nigeria"
"neighborhoods/ng-okene/city-centre","City Centre","Okene","","Nigeria","NG","City Centre, Okene, Nigeria"
"neighborhoods/ng-okigwe/city-centre","City Centre","Okigwe","","Nigeria","NG","City Centre, Okigwe, Nigeria"
"neighborhoods/ng-ondo/town-center","Town Center","Ondo","","Nigeria","NG","Town Center, Ondo, Nigeria"
"neighborhoods/ng-onitsha/city-center","City Center","Onitsha","","Nigeria","NG","City Center, Onitsha, Nigeria"
"neighborhoods/ng-onitsha/gra","GRA","Onitsha","","Nigeria","NG","GRA, Onitsha, Nigeria"
"neighborhoods/ng-osogbo/centre","Centre","Osogbo","","Nigeria","NG","Centre, Osogbo, Nigeria"
"neighborhoods/ng-owerri/city-center-douglas-road","City Center (Douglas Road)","Owerri","","Nigeria","NG","City Center (Douglas Road), Owerri, Nigeria"
"neighborhoods/ng-owo/town-centre","Town Centre","Owo","","Nigeria","NG","Town Centre, Owo, Nigeria"
"neighborhoods/ng-pindiga/city-centre","City Centre","Pindiga","","Nigeria","NG","City Centre, Pindiga, Nigeria"
"neighborhoods/ng-port-harcourt/new-gra","New GRA","Port Harcourt","","Nigeria","NG","New GRA, Port Harcourt, Nigeria"
"neighborhoods/ng-port-harcourt/old-gra","Old GRA","Port Harcourt","","Nigeria","NG","Old GRA, Port Harcourt, Nigeria"
"neighborhoods/ng-saki/city-centre","City Centre","Saki","","Nigeria","NG","City Centre, Saki, Nigeria"
"neighborhoods/ng-sapele/city-centre","City Centre","Sapele","","Nigeria","NG","City Centre, Sapele, Nigeria"
"neighborhoods/ng-shagamu/city-centre","City Centre","Shagamu","","Nigeria","NG","City Centre, Shagamu, Nigeria"
"neighborhoods/ng-sokoto/city-centre","City Centre","Sokoto","","Nigeria","NG","City Centre, Sokoto, Nigeria"
"neighborhoods/ng-ugep/city-centre","City Centre","Ugep","","Nigeria","NG","City Centre, Ugep, Nigeria"
"neighborhoods/ng-umuahia/umuahia-central","Umuahia Central","Umuahia","","Nigeria","NG","Umuahia Central, Umuahia, Nigeria"
"neighborhoods/ng-uromi/city-centre","City Centre","Uromi","","Nigeria","NG","City Centre, Uromi, Nigeria"
"neighborhoods/ng-uyo/city-center","City Center","Uyo","","Nigeria","NG","City Center, Uyo, Nigeria"
"neighborhoods/ng-warri/city-centre","City Centre","Warri","","Nigeria","NG","City Centre, Warri, Nigeria"
"neighborhoods/ng-yenagoa/town-center","Town Center","Yenagoa","","Nigeria","NG","Town Center, Yenagoa, Nigeria"
"neighborhoods/ng-yola/jimeta","Jimeta","Yola","","Nigeria","NG","Jimeta, Yola, Nigeria"
"neighborhoods/ng-zaria/city-centre","City Centre","Zaria","","Nigeria","NG","City Centre, Zaria, Nigeria"
"neighborhoods/ni-chinandega/city-centre","City Centre","Chinandega","","Nicaragua","NI","City Centre, Chinandega, Nicaragua"
"neighborhoods/ni-leon/city-centre","City Centre","León","","Nicaragua","NI","City Centre, León, Nicaragua"
"neighborhoods/ni-managua/los-robles","Los Robles","Managua","","Nicaragua","NI","Los Robles, Managua, Nicaragua"
"neighborhoods/ni-managua/zona-hippos","Zona Hippos","Managua","","Nicaragua","NI","Zona Hippos, Managua, Nicaragua"
"neighborhoods/ni-masaya/city-centre","City Centre","Masaya","","Nicaragua","NI","City Centre, Masaya, Nicaragua"
"neighborhoods/ni-matagalpa/city-centre","City Centre","Matagalpa","","Nicaragua","NI","City Centre, Matagalpa, Nicaragua"
"neighborhoods/nl-almere-stad/city-centre","City Centre","Almere Stad","","The Netherlands","NL","City Centre, Almere Stad, The Netherlands"
"neighborhoods/nl-amsterdam/indische-buurt","Indische Buurt","Amsterdam","","The Netherlands","NL","Indische Buurt, Amsterdam, The Netherlands"
"neighborhoods/nl-apeldoorn/city-centre","City Centre","Apeldoorn","","The Netherlands","NL","City Centre, Apeldoorn, The Netherlands"
"neighborhoods/nl-arnhem/city-centre","City Centre","Arnhem","","The Netherlands","NL","City Centre, Arnhem, The Netherlands"
"neighborhoods/nl-breda/city-centre","City Centre","Breda","","The Netherlands","NL","City Centre, Breda, The Netherlands"
"neighborhoods/nl-den-bosch/binnenstad","Binnenstad","Den Bosch","","The Netherlands","NL","Binnenstad, Den Bosch, The Netherlands"
"neighborhoods/nl-dordrecht/city-centre","City Centre","Dordrecht","","The Netherlands","NL","City Centre, Dordrecht, The Netherlands"
"neighborhoods/nl-eindhoven/eindhoven-centrum","Eindhoven Centrum","Eindhoven","","The Netherlands","NL","Eindhoven Centrum, Eindhoven, The Netherlands"
"neighborhoods/nl-eindhoven/strijp-s","Strijp-S","Eindhoven","","The Netherlands","NL","Strijp-S, Eindhoven, The Netherlands"
"neighborhoods/nl-enschede/city-centre","City Centre","Enschede","","The Netherlands","NL","City Centre, Enschede, The Netherlands"
"neighborhoods/nl-leeuwarden/city-centre","City Centre","Leeuwarden","","The Netherlands","NL","City Centre, Leeuwarden, The Netherlands"
"neighborhoods/nl-nijmegen/city-centre","City Centre","Nijmegen","","The Netherlands","NL","City Centre, Nijmegen, The Netherlands"
"neighborhoods/nl-rotterdam/cool","Cool","Rotterdam","","The Netherlands","NL","Cool, Rotterdam, The Netherlands"
"neighborhoods/nl-rotterdam/oude-noorden","Oude Noorden","Rotterdam","","The Netherlands","NL","Oude Noorden, Rotterdam, The Netherlands"
"neighborhoods/nl-the-hague/archipelbuurt","Archipelbuurt","The Hague","","The Netherlands","NL","Archipelbuurt, The Hague, The Netherlands"
"neighborhoods/nl-the-hague/centrum","Centrum","The Hague","","The Netherlands","NL","Centrum, The Hague, The Netherlands"
"neighborhoods/nl-the-hague/het-hofkwartier","Het Hofkwartier","The Hague","","The Netherlands","NL","Het Hofkwartier, The Hague, The Netherlands"
"neighborhoods/nl-the-hague/zeeheldenkwartier","Zeeheldenkwartier","The Hague","","The Netherlands","NL","Zeeheldenkwartier, The Hague, The Netherlands"
"neighborhoods/nl-tilburg/city-centre","City Centre","Tilburg","","The Netherlands","NL","City Centre, Tilburg, The Netherlands"
"neighborhoods/nl-utrecht/oudwijk","Oudwijk","Utrecht","","The Netherlands","NL","Oudwijk, Utrecht, The Netherlands"
"neighborhoods/nl-utrecht/stationsgebied","Stationsgebied","Utrecht","","The Netherlands","NL","Stationsgebied, Utrecht, The Netherlands"
"neighborhoods/nl-utrecht/vogelenbuurt","Vogelenbuurt","Utrecht","","The Netherlands","NL","Vogelenbuurt, Utrecht, The Netherlands"
"neighborhoods/nl-utrecht/wittevrouwen","Wittevrouwen","Utrecht","","The Netherlands","NL","Wittevrouwen, Utrecht, The Netherlands"
